PREDICTION_SCORE,FILEPATH,POINT_NO,REEF_NAME,PREDICTION,Y,X
0.362753,NV/Havannah Island MMP1 2m/Transect1/P6123660.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.754507,NV/Havannah Island MMP1 2m/Transect1/P6123669.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.512484,NV/Havannah Island MMP1 2m/Transect1/P6123658.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.471375,NV/Havannah Island MMP1 2m/Transect1/P6123659.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.552699,NV/Havannah Island MMP1 2m/Transect1/P6123663.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.583021,NV/Havannah Island MMP1 2m/Transect1/P6123668.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.590687,NV/Havannah Island MMP1 2m/Transect1/P6123669.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.358954,NV/Havannah Island MMP1 2m/Transect1/P6123658.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.544435,NV/Havannah Island MMP1 2m/Transect1/P6123667.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.570907,NV/Havannah Island MMP1 2m/Transect1/P6123663.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.309942,NV/Havannah Island MMP1 2m/Transect1/P6123660.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.615469,NV/Havannah Island MMP1 2m/Transect1/P6123664.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.616647,NV/Havannah Island MMP1 2m/Transect1/P6123668.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.990684,NV/Havannah Island MMP1 2m/Transect1/P6123662.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.406674,NV/Havannah Island MMP1 2m/Transect1/P6123660.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.603165,NV/Havannah Island MMP1 2m/Transect1/P6123657.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.40882,NV/Havannah Island MMP1 2m/Transect1/P6123659.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.55947,NV/Havannah Island MMP1 2m/Transect1/P6123663.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.416749,NV/Havannah Island MMP1 2m/Transect7/P6123750.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.972559,NV/Havannah Island MMP1 2m/Transect7/P6123751.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.901064,NV/Havannah Island MMP1 2m/Transect7/P6123754.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.770488,NV/Havannah Island MMP1 2m/Transect7/P6123755.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.869906,NV/Havannah Island MMP1 2m/Transect7/P6123750.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.530739,NV/Havannah Island MMP1 2m/Transect7/P6123747.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.663074,NV/Havannah Island MMP1 2m/Transect7/P6123747.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.714123,NV/Havannah Island MMP1 2m/Transect7/P6123746.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.860089,NV/Havannah Island MMP1 2m/Transect7/P6123751.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.592953,NV/Havannah Island MMP1 2m/Transect7/P6123745.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.558538,NV/Havannah Island MMP1 2m/Transect7/P6123749.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.410658,NV/Havannah Island MMP1 2m/Transect7/P6123746.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.996842,NV/Havannah Island MMP1 2m/Transect7/P6123755.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.927889,NV/Havannah Island MMP1 2m/Transect7/P6123744.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.462147,NV/Havannah Island MMP1 2m/Transect7/P6123748.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.961461,NV/Havannah Island MMP1 2m/Transect7/P6123745.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.496041,NV/Havannah Island MMP1 2m/Transect7/P6123748.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.609545,NV/Havannah Island MMP1 2m/Transect7/P6123755.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.512569,NV/Havannah Island MMP1 2m/Transect7/P6123752.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.588133,NV/Havannah Island MMP1 2m/Transect7/P6123747.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.522555,NV/Havannah Island MMP1 2m/Transect7/P6123750.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.842136,NV/Havannah Island MMP1 2m/Transect7/P6123749.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.334917,NV/Havannah Island MMP1 2m/Transect7/P6123754.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.352809,NV/Havannah Island MMP1 2m/Transect7/P6123745.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.509187,NV/Havannah Island MMP1 2m/Transect7/P6123748.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.52911,NV/Havannah Island MMP1 2m/Transect7/P6123744.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.691898,NV/Havannah Island MMP1 2m/Transect7/P6123747.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.504196,NV/Havannah Island MMP1 2m/Transect7/P6123749.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.470184,NV/Havannah Island MMP1 2m/Transect7/P6123746.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.707742,NV/Havannah Island MMP1 2m/Transect7/P6123746.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.581577,NV/Havannah Island MMP1 2m/Transect7/P6123754.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.612659,NV/Havannah Island MMP1 2m/Transect7/P6123754.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.387563,NV/Havannah Island MMP1 2m/Transect7/P6123747.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.461763,NV/Havannah Island MMP1 2m/Transect7/P6123750.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.452618,NV/Havannah Island MMP1 2m/Transect7/P6123744.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.71859,NV/Havannah Island MMP1 2m/Transect7/P6123749.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.50764,NV/Havannah Island MMP1 2m/Transect7/P6123748.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.55807,NV/Havannah Island MMP1 2m/Transect7/P6123753.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.578325,NV/Havannah Island MMP1 2m/Transect7/P6123753.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.671713,NV/Havannah Island MMP1 2m/Transect7/P6123745.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.482169,NV/Havannah Island MMP1 2m/Transect7/P6123744.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.360851,NV/Havannah Island MMP1 2m/Transect7/P6123752.JPG,2,Havannah Island MMP1 2m,OTHER,0.25,0.75
0.399768,NV/Havannah Island MMP1 2m/Transect7/P6123751.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.419382,NV/Havannah Island MMP1 2m/Transect7/P6123746.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.448981,NV/Havannah Island MMP1 2m/Transect7/P6123751.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.295842,NV/Havannah Island MMP1 2m/Transect7/P6123755.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.375121,NV/Havannah Island MMP1 2m/Transect7/P6123752.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.808915,NV/Havannah Island MMP1 2m/Transect7/P6123754.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.283548,NV/Havannah Island MMP1 2m/Transect7/P6123748.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.416986,NV/Havannah Island MMP1 2m/Transect7/P6123750.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.909936,NV/Havannah Island MMP1 2m/Transect7/P6123752.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.330742,NV/Havannah Island MMP1 2m/Transect7/P6123751.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.7414,NV/Havannah Island MMP1 2m/Transect7/P6123745.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.356009,NV/Havannah Island MMP1 2m/Transect7/P6123749.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.443348,NV/Havannah Island MMP1 2m/Transect7/P6123752.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.950807,NV/Havannah Island MMP1 2m/Transect7/P6123755.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.542182,NV/Havannah Island MMP1 2m/Transect7/P6123744.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.894956,NV/Havannah Island MMP1 2m/Transect5/P6123722.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.995568,NV/Havannah Island MMP1 2m/Transect5/P6123725.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.526819,NV/Havannah Island MMP1 2m/Transect5/P6123721.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.582537,NV/Havannah Island MMP1 2m/Transect5/P6123722.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.51093,NV/Havannah Island MMP1 2m/Transect5/P6123721.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.327337,NV/Havannah Island MMP1 2m/Transect5/P6123723.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.409895,NV/Havannah Island MMP1 2m/Transect5/P6123724.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.487604,NV/Havannah Island MMP1 2m/Transect5/P6123717.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.41546,NV/Havannah Island MMP1 2m/Transect5/P6123721.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.336665,NV/Havannah Island MMP1 2m/Transect5/P6123718.JPG,2,Havannah Island MMP1 2m,OTHER,0.25,0.75
0.288342,NV/Havannah Island MMP1 2m/Transect5/P6123729.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.521244,NV/Havannah Island MMP1 2m/Transect5/P6123723.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.779482,NV/Havannah Island MMP1 2m/Transect5/P6123719.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.547123,NV/Havannah Island MMP1 2m/Transect5/P6123727.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.492418,NV/Havannah Island MMP1 2m/Transect5/P6123728.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.829061,NV/Havannah Island MMP1 2m/Transect5/P6123723.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.689995,NV/Havannah Island MMP1 2m/Transect5/P6123725.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.386898,NV/Havannah Island MMP1 2m/Transect5/P6123725.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.464776,NV/Havannah Island MMP1 2m/Transect5/P6123717.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.733872,NV/Havannah Island MMP1 2m/Transect5/P6123728.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.323641,NV/Havannah Island MMP1 2m/Transect5/P6123729.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.907864,NV/Havannah Island MMP1 2m/Transect5/P6123725.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.902738,NV/Havannah Island MMP1 2m/Transect5/P6123717.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.523239,NV/Havannah Island MMP1 2m/Transect5/P6123727.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.966188,NV/Havannah Island MMP1 2m/Transect5/P6123729.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.999729,NV/Havannah Island MMP1 2m/Transect5/P6123730.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.512705,NV/Havannah Island MMP1 2m/Transect5/P6123721.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.311897,NV/Havannah Island MMP1 2m/Transect5/P6123718.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.587376,NV/Havannah Island MMP1 2m/Transect5/P6123720.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.361823,NV/Havannah Island MMP1 2m/Transect5/P6123730.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.906781,NV/Havannah Island MMP1 2m/Transect5/P6123718.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.445101,NV/Havannah Island MMP1 2m/Transect5/P6123729.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.85791,NV/Havannah Island MMP1 2m/Transect5/P6123720.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.526051,NV/Havannah Island MMP1 2m/Transect5/P6123720.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.267738,NV/Havannah Island MMP1 2m/Transect5/P6123728.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.441713,NV/Havannah Island MMP1 2m/Transect5/P6123718.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.29768,NV/Havannah Island MMP1 2m/Transect5/P6123717.JPG,3,Havannah Island MMP1 2m,ALGAE,0.5,0.5
0.901629,NV/Havannah Island MMP1 2m/Transect5/P6123723.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.591645,NV/Havannah Island MMP1 2m/Transect5/P6123730.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.384553,NV/Havannah Island MMP1 2m/Transect5/P6123727.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.815802,NV/Havannah Island MMP1 2m/Transect5/P6123724.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.517416,NV/Havannah Island MMP1 2m/Transect5/P6123727.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.783846,NV/Havannah Island MMP1 2m/Transect5/P6123729.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.34937,NV/Havannah Island MMP1 2m/Transect5/P6123722.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.983434,NV/Havannah Island MMP1 2m/Transect5/P6123730.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.946654,NV/Havannah Island MMP1 2m/Transect5/P6123730.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.534696,NV/Havannah Island MMP1 2m/Transect5/P6123722.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.52926,NV/Havannah Island MMP1 2m/Transect5/P6123719.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.498627,NV/Havannah Island MMP1 2m/Transect5/P6123727.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.466611,NV/Havannah Island MMP1 2m/Transect5/P6123719.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.979655,NV/Havannah Island MMP1 2m/Transect5/P6123725.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.780794,NV/Havannah Island MMP1 2m/Transect5/P6123717.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.523413,NV/Havannah Island MMP1 2m/Transect5/P6123719.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.959899,NV/Havannah Island MMP1 2m/Transect5/P6123728.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.569088,NV/Havannah Island MMP1 2m/Transect5/P6123721.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.46618,NV/Havannah Island MMP1 2m/Transect5/P6123720.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.770132,NV/Havannah Island MMP1 2m/Transect5/P6123724.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.518939,NV/Havannah Island MMP1 2m/Transect5/P6123718.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.40057,NV/Havannah Island MMP1 2m/Transect5/P6123719.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.483357,NV/Havannah Island MMP1 2m/Transect5/P6123720.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.560816,NV/Havannah Island MMP1 2m/Transect5/P6123724.JPG,2,Havannah Island MMP1 2m,OTHER,0.25,0.75
0.597066,NV/Havannah Island MMP1 2m/Transect5/P6123722.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.377211,NV/Havannah Island MMP1 2m/Transect5/P6123724.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.601263,NV/Havannah Island MMP1 2m/Transect5/P6123723.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.86329,NV/Havannah Island MMP1 2m/Transect5/P6123728.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.609775,NV/Havannah Island MMP1 2m/Transect6/P6123740.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.318124,NV/Havannah Island MMP1 2m/Transect6/P6123737.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.783859,NV/Havannah Island MMP1 2m/Transect6/P6123734.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.385454,NV/Havannah Island MMP1 2m/Transect6/P6123739.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.370367,NV/Havannah Island MMP1 2m/Transect6/P6123739.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.361009,NV/Havannah Island MMP1 2m/Transect6/P6123742.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.441509,NV/Havannah Island MMP1 2m/Transect6/P6123741.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.374158,NV/Havannah Island MMP1 2m/Transect6/P6123738.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.518943,NV/Havannah Island MMP1 2m/Transect6/P6123739.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.596625,NV/Havannah Island MMP1 2m/Transect6/P6123743.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.719969,NV/Havannah Island MMP1 2m/Transect6/P6123738.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.410506,NV/Havannah Island MMP1 2m/Transect6/P6123734.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.644283,NV/Havannah Island MMP1 2m/Transect6/P6123735.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.81695,NV/Havannah Island MMP1 2m/Transect6/P6123737.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.375128,NV/Havannah Island MMP1 2m/Transect6/P6123735.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.756228,NV/Havannah Island MMP1 2m/Transect6/P6123740.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.68402,NV/Havannah Island MMP1 2m/Transect6/P6123736.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.79202,NV/Havannah Island MMP1 2m/Transect6/P6123733.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.806297,NV/Havannah Island MMP1 2m/Transect6/P6123736.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.549681,NV/Havannah Island MMP1 2m/Transect6/P6123741.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.460599,NV/Havannah Island MMP1 2m/Transect6/P6123742.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.495756,NV/Havannah Island MMP1 2m/Transect6/P6123733.JPG,2,Havannah Island MMP1 2m,OTHER,0.25,0.75
0.510832,NV/Havannah Island MMP1 2m/Transect6/P6123734.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.495496,NV/Havannah Island MMP1 2m/Transect6/P6123737.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.849683,NV/Havannah Island MMP1 2m/Transect6/P6123737.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.630841,NV/Havannah Island MMP1 2m/Transect6/P6123743.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.548062,NV/Havannah Island MMP1 2m/Transect6/P6123740.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.765614,NV/Havannah Island MMP1 2m/Transect6/P6123742.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.732158,NV/Havannah Island MMP1 2m/Transect6/P6123742.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.753417,NV/Havannah Island MMP1 2m/Transect6/P6123732.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.842241,NV/Havannah Island MMP1 2m/Transect6/P6123743.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.853516,NV/Havannah Island MMP1 2m/Transect6/P6123741.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.670744,NV/Havannah Island MMP1 2m/Transect6/P6123741.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.833464,NV/Havannah Island MMP1 2m/Transect6/P6123738.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.561815,NV/Havannah Island MMP1 2m/Transect6/P6123736.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.996426,NV/Havannah Island MMP1 2m/Transect6/P6123734.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.336624,NV/Havannah Island MMP1 2m/Transect6/P6123737.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.617823,NV/Havannah Island MMP1 2m/Transect6/P6123738.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.612999,NV/Havannah Island MMP1 2m/Transect6/P6123733.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.308848,NV/Havannah Island MMP1 2m/Transect6/P6123736.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.796687,NV/Havannah Island MMP1 2m/Transect6/P6123735.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.814846,NV/Havannah Island MMP1 2m/Transect6/P6123733.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.542057,NV/Havannah Island MMP1 2m/Transect6/P6123735.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.70735,NV/Havannah Island MMP1 2m/Transect6/P6123743.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.571223,NV/Havannah Island MMP1 2m/Transect6/P6123740.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.625439,NV/Havannah Island MMP1 2m/Transect6/P6123732.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.403358,NV/Havannah Island MMP1 2m/Transect6/P6123740.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.460017,NV/Havannah Island MMP1 2m/Transect6/P6123732.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.893265,NV/Havannah Island MMP1 2m/Transect6/P6123738.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.885418,NV/Havannah Island MMP1 2m/Transect6/P6123743.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.49643,NV/Havannah Island MMP1 2m/Transect6/P6123735.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.874727,NV/Havannah Island MMP1 2m/Transect6/P6123736.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.710154,NV/Havannah Island MMP1 2m/Transect6/P6123742.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.655207,NV/Havannah Island MMP1 2m/Transect6/P6123732.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.932358,NV/Havannah Island MMP1 2m/Transect6/P6123739.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.791479,NV/Havannah Island MMP1 2m/Transect6/P6123733.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.825327,NV/Havannah Island MMP1 2m/Transect6/P6123732.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.465481,NV/Havannah Island MMP1 2m/Transect6/P6123741.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.366636,NV/Havannah Island MMP1 2m/Transect6/P6123734.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.605056,NV/Havannah Island MMP1 2m/Transect2/P6123684.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.418792,NV/Havannah Island MMP1 2m/Transect2/P6123681.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.435076,NV/Havannah Island MMP1 2m/Transect2/P6123678.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.542144,NV/Havannah Island MMP1 2m/Transect2/P6123678.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.805902,NV/Havannah Island MMP1 2m/Transect2/P6123677.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.605209,NV/Havannah Island MMP1 2m/Transect2/P6123679.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.762517,NV/Havannah Island MMP1 2m/Transect2/P6123682.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
